GSE91061,GSE61992,GSE91061|GSE61992
ZC3H4,,
C1orf122,,
TEX10,,
KIT,,
MRPL3,,
LAMP5,,
STN1,,
SHKBP1,,
NOCT,,
PEX11G,,
GLT8D1,,
EIF2AK2,,
PPM1K,,
AGGF1,,
SLC66A3,,
BLK,,
ANKRD27,,
NDUFA13,,
ISCA1,,
CIC,,
PYCR2,,
CENPL,,
SURF2,,
TEX2,,
USP19,,
LOC389834,,
TAB3,,
MIR4740,,
DHX36,,
LGALS3,,
RTL10,,
CREBZF,,
ZDHHC24,,
CCDC9,,
KLF14,,
NDUFV3,,
SENP3-EIF4A1,,
KLC2,,
ALKBH7,,
CBX8,,
CSTPP1,,
VN1R1,,
PNN,,
COX7A2,,
HOOK3,,
MRPS35,,
MED21,,
RNMT,,
KIF3C,,
MIA3,,
TMEM255A,,
RBM10,,
ZNF608,,
GRPEL1,,
SEC22B,,
PDSS2,,
DYRK1A,,
ZMYND19,,
B4GALT2,,
DCP1B,,
DVL3,,
PSMG3,,
POP5,,
PMPCA,,
HAGLR,,
SDHC,,
E2F7,,
NGLY1,,
NAA38,,
MIR1249,,
ATG16L1,,
PPA2,,
NRF1,,
MIX23,,
QRICH1,,
LOC254896,,
PRRG4,,
DCUN1D5,,
CIP2A,,
RPUSD4,,
WDR83OS,,
HDAC2,,
IPO4,,
SNHG8,,
DHX37,,
MSTO2P,,
DHX15,,
COPS8,,
NME1,,
TAPT1,,
POLG2,,
LAMTOR1,,
NORAD,,
CXCR5,,
TMEM59,,
ASXL1,,
PYGO1,,
CALCOCO2,,
CAD,,
NME3,,
ITPKC,,
RNF187,,
ALG9,,
ARV1,,
GSTM4,,
CEBPZ,,
BZW1,,
C18orf21,,
FASTKD1,,
MRPS14,,
DRAM2,,
ACOT2,,
